Y_L(cm),	E(MeV),	YTheta_L(deg),	 A,	 dA,	 peL,	 dpeL,	 peR,	 dpeR
40.00,	50.00,	-60.00,	-0.8826,	0.0008,	1.47,	0.01,	22.01,	0.08
40.00,	50.00,	-40.00,	-0.8315,	0.0014,	0.92,	0.01,	8.42,	0.02
40.00,	50.00,	-35.00,	-0.8374,	0.0014,	0.85,	0.01,	7.73,	0.02
40.00,	50.00,	-30.00,	-0.8439,	0.0014,	0.84,	0.01,	7.83,	0.02
40.00,	50.00,	-25.00,	-0.8627,	0.0013,	0.84,	0.01,	9.15,	0.02
40.00,	50.00,	-20.00,	-0.8745,	0.0012,	0.89,	0.01,	10.70,	0.02
40.00,	50.00,	-15.00,	-0.8377,	0.0014,	1.21,	0.01,	11.16,	0.02
40.00,	50.00,	-10.00,	-0.6803,	0.0019,	2.42,	0.02,	10.60,	0.02
40.00,	50.00,	-7.50,	-0.4769,	0.0022,	4.33,	0.02,	10.33,	0.02
40.00,	50.00,	-5.00,	-0.1747,	0.0022,	7.87,	0.03,	9.95,	0.02
40.00,	50.00,	-2.50,	0.0766,	0.0018,	11.56,	0.03,	9.41,	0.02
40.00,	50.00,	0.00,	0.2362,	0.0016,	13.89,	0.03,	8.48,	0.02
40.00,	50.00,	2.50,	0.3847,	0.0016,	15.09,	0.03,	6.83,	0.02
40.00,	50.00,	5.00,	0.5798,	0.0016,	15.97,	0.03,	4.48,	0.02
40.00,	50.00,	7.50,	0.7651,	0.0014,	16.84,	0.03,	2.41,	0.02
40.00,	50.00,	10.00,	0.8629,	0.0011,	17.55,	0.03,	1.42,	0.01
40.00,	50.00,	15.00,	0.9208,	0.0008,	18.05,	0.03,	0.82,	0.01
40.00,	50.00,	20.00,	0.9188,	0.0007,	16.47,	0.03,	0.77,	0.01
40.00,	50.00,	25.00,	0.9161,	0.0008,	14.97,	0.03,	0.72,	0.01
40.00,	50.00,	30.00,	0.8924,	0.0009,	12.39,	0.03,	0.77,	0.01
40.00,	50.00,	35.00,	0.8943,	0.0009,	12.37,	0.03,	0.77,	0.01
40.00,	50.00,	40.00,	0.8874,	0.0008,	13.43,	0.04,	0.86,	0.01
40.00,	50.00,	60.00,	0.9088,	0.0006,	34.43,	0.13,	1.64,	0.01
40.00,	50.00,	80.00,	0.9157,	0.0003,	157.19,	0.39,	7.09,	0.03
40.00,	100.00,	-80.00,	-0.8879,	0.0004,	8.40,	0.04,	134.02,	0.40
40.00,	100.00,	-60.00,	-0.8879,	0.0008,	1.29,	0.01,	19.96,	0.05
40.00,	100.00,	-40.00,	-0.8266,	0.0013,	0.90,	0.01,	8.23,	0.03
40.00,	100.00,	-35.00,	-0.8433,	0.0014,	0.78,	0.01,	7.51,	0.02
40.00,	100.00,	-30.00,	-0.8424,	0.0014,	0.80,	0.01,	7.53,	0.02
40.00,	100.00,	-25.00,	-0.8690,	0.0012,	0.79,	0.01,	9.16,	0.02
40.00,	100.00,	-20.00,	-0.8887,	0.0011,	0.79,	0.01,	10.83,	0.02
40.00,	100.00,	-15.00,	-0.8731,	0.0012,	0.95,	0.01,	11.36,	0.02
40.00,	100.00,	-10.00,	-0.7779,	0.0015,	1.59,	0.01,	10.84,	0.02
40.00,	100.00,	-7.50,	-0.5948,	0.0019,	3.03,	0.02,	10.39,	0.02
40.00,	100.00,	-5.00,	-0.1589,	0.0019,	7.87,	0.03,	10.06,	0.02
40.00,	100.00,	-2.50,	0.1203,	0.0014,	12.63,	0.03,	9.73,	0.02
40.00,	100.00,	0.00,	0.2371,	0.0013,	14.79,	0.03,	9.11,	0.02
40.00,	100.00,	2.50,	0.3570,	0.0013,	15.50,	0.03,	7.42,	0.02
40.00,	100.00,	5.00,	0.5927,	0.0014,	16.02,	0.03,	4.28,	0.02
40.00,	100.00,	7.50,	0.8360,	0.0011,	16.92,	0.03,	1.64,	0.01
40.00,	100.00,	10.00,	0.9125,	0.0008,	17.88,	0.03,	0.90,	0.01
40.00,	100.00,	15.00,	0.9360,	0.0006,	18.57,	0.03,	0.69,	0.01
40.00,	100.00,	20.00,	0.9143,	0.0007,	16.15,	0.03,	0.79,	0.01
40.00,	100.00,	25.00,	0.9239,	0.0007,	15.33,	0.03,	0.67,	0.01
40.00,	100.00,	30.00,	0.8933,	0.0009,	12.09,	0.03,	0.75,	0.01
40.00,	100.00,	35.00,	0.8936,	0.0009,	11.89,	0.03,	0.73,	0.01
40.00,	100.00,	40.00,	0.8899,	0.0008,	13.11,	0.04,	0.82,	0.01
40.00,	100.00,	60.00,	0.9094,	0.0005,	30.84,	0.08,	1.49,	0.01
40.00,	100.00,	80.00,	0.9187,	0.0002,	240.12,	0.72,	10.80,	0.05
60.00,	5.00,	-80.00,	-0.5553,	0.0037,	1.46,	0.01,	4.58,	0.02
60.00,	5.00,	-60.00,	-0.5140,	0.0030,	2.09,	0.02,	5.71,	0.02
60.00,	5.00,	-40.00,	-0.3366,	0.0032,	3.05,	0.02,	5.30,	0.02
60.00,	5.00,	-35.00,	-0.2934,	0.0032,	3.35,	0.02,	5.23,	0.02
60.00,	5.00,	-30.00,	-0.2382,	0.0033,	3.74,	0.02,	5.14,	0.02
60.00,	5.00,	-25.00,	-0.1840,	0.0033,	4.16,	0.02,	5.09,	0.02
60.00,	5.00,	-20.00,	-0.1249,	0.0033,	4.65,	0.02,	5.01,	0.02
60.00,	5.00,	-15.00,	-0.0309,	0.0033,	5.40,	0.02,	4.82,	0.02
60.00,	5.00,	-10.00,	0.0539,	0.0033,	6.12,	0.03,	4.62,	0.02
60.00,	5.00,	-7.50,	0.1041,	0.0032,	6.51,	0.03,	4.47,	0.02
60.00,	5.00,	-5.00,	0.1567,	0.0032,	6.91,	0.03,	4.30,	0.02
60.00,	5.00,	-2.50,	0.2074,	0.0031,	7.33,	0.03,	4.11,	0.02
60.00,	5.00,	0.00,	0.2659,	0.0030,	7.78,	0.03,	3.91,	0.02
60.00,	5.00,	2.50,	0.3151,	0.0029,	8.17,	0.03,	3.71,	0.02
60.00,	5.00,	5.00,	0.3555,	0.0029,	8.48,	0.03,	3.54,	0.02
60.00,	5.00,	7.50,	0.4089,	0.0028,	8.88,	0.03,	3.30,	0.02
60.00,	5.00,	10.00,	0.4477,	0.0027,	9.14,	0.03,	3.10,	0.01
60.00,	5.00,	15.00,	0.5162,	0.0025,	9.55,	0.03,	2.75,	0.01
60.00,	5.00,	20.00,	0.5679,	0.0024,	9.82,	0.03,	2.45,	0.01
60.00,	5.00,	25.00,	0.6060,	0.0023,	9.94,	0.03,	2.22,	0.01
60.00,	5.00,	30.00,	0.6381,	0.0022,	10.05,	0.03,	2.01,	0.01
60.00,	5.00,	35.00,	0.6637,	0.0021,	10.18,	0.03,	1.85,	0.01
60.00,	5.00,	40.00,	0.6860,	0.0020,	10.33,	0.03,	1.73,	0.01
60.00,	5.00,	60.00,	0.7707,	0.0017,	11.21,	0.03,	1.30,	0.01
60.00,	5.00,	80.00,	0.7918,	0.0022,	9.06,	0.04,	0.91,	0.01
60.00,	10.00,	-80.00,	-0.6922,	0.0022,	2.49,	0.02,	13.19,	0.04
60.00,	10.00,	-60.00,	-0.6218,	0.0021,	3.40,	0.02,	13.96,	0.03
60.00,	10.00,	-40.00,	-0.5288,	0.0025,	3.69,	0.02,	10.74,	0.03
60.00,	10.00,	-35.00,	-0.4997,	0.0026,	3.89,	0.03,	10.12,	0.03
60.00,	10.00,	-30.00,	-0.4657,	0.0027,	4.18,	0.03,	9.79,	0.03
60.00,	10.00,	-25.00,	-0.4100,	0.0028,	4.77,	0.03,	9.48,	0.03
60.00,	10.00,	-20.00,	-0.3306,	0.0030,	5.60,	0.03,	9.17,	0.03
60.00,	10.00,	-15.00,	-0.2312,	0.0030,	6.68,	0.04,	8.84,	0.03
60.00,	10.00,	-10.00,	-0.0890,	0.0031,	8.33,	0.04,	8.23,	0.02
60.00,	10.00,	-7.50,	0.0075,	0.0031,	9.50,	0.04,	7.80,	0.02
60.00,	10.00,	-5.00,	0.1030,	0.0030,	10.72,	0.04,	7.38,	0.02
60.00,	10.00,	-2.50,	0.1894,	0.0029,	11.82,	0.04,	6.91,	0.02
60.00,	10.00,	0.00,	0.2773,	0.0028,	12.97,	0.04,	6.40,	0.02
60.00,	10.00,	2.50,	0.3614,	0.0026,	14.01,	0.04,	5.83,	0.02
60.00,	10.00,	5.00,	0.4381,	0.0025,	14.93,	0.04,	5.25,	0.02
60.00,	10.00,	7.50,	0.5071,	0.0024,	15.74,	0.04,	4.69,	0.02
60.00,	10.00,	10.00,	0.5717,	0.0022,	16.53,	0.04,	4.12,	0.02
60.00,	10.00,	15.00,	0.6553,	0.0020,	17.58,	0.04,	3.41,	0.02
60.00,	10.00,	20.00,	0.7093,	0.0018,	18.19,	0.04,	2.91,	0.02
60.00,	10.00,	25.00,	0.7419,	0.0016,	18.56,	0.04,	2.60,	0.02
60.00,	10.00,	30.00,	0.7624,	0.0015,	19.08,	0.05,	2.43,	0.02
60.00,	10.00,	35.00,	0.7776,	0.0014,	19.79,	0.05,	2.31,	0.01
60.00,	10.00,	40.00,	0.7870,	0.0013,	20.70,	0.05,	2.28,	0.01
60.00,	10.00,	60.00,	0.8310,	0.0010,	27.46,	0.06,	2.29,	0.01
60.00,	10.00,	80.00,	0.8589,	0.0012,	27.63,	0.09,	1.84,	0.01
60.00,	50.00,	-80.00,	-0.8670,	0.0006,	5.97,	0.03,	81.45,	0.20
60.00,	50.00,	-60.00,	-0.8684,	0.0009,	1.54,	0.02,	20.08,	0.07
60.00,	50.00,	-40.00,	-0.8188,	0.0015,	0.95,	0.01,	7.69,	0.02
60.00,	50.00,	-35.00,	-0.8257,	0.0016,	0.89,	0.01,	7.17,	0.02
60.00,	50.00,	-30.00,	-0.8257,	0.0016,	0.91,	0.01,	7.13,	0.02
60.00,	50.00,	-25.00,	-0.8417,	0.0015,	0.97,	0.02,	8.56,	0.02
60.00,	50.00,	-20.00,	-0.8443,	0.0014,	1.06,	0.01,	9.82,	0.02
60.00,	50.00,	-15.00,	-0.7814,	0.0016,	1.54,	0.02,	10.15,	0.02
60.00,	50.00,	-10.00,	-0.5807,	0.0021,	3.17,	0.02,	9.78,	0.02
60.00,	50.00,	-7.50,	-0.3403,	0.0024,	5.52,	0.03,	9.37,	0.02
60.00,	50.00,	-5.00,	-0.0236,	0.0021,	9.70,	0.03,	9.00,	0.02
60.00,	50.00,	-2.50,	0.1970,	0.0017,	13.81,	0.04,	8.75,	0.02
60.00,	50.00,	0.00,	0.3322,	0.0015,	16.16,	0.03,	7.95,	0.02
60.00,	50.00,	2.50,	0.4776,	0.0015,	17.58,	0.03,	6.30,	0.02
60.00,	50.00,	5.00,	0.6513,	0.0014,	18.43,	0.03,	4.07,	0.02
60.00,	50.00,	7.50,	0.8068,	0.0012,	19.23,	0.03,	2.19,	0.01
60.00,	50.00,	10.00,	0.8876,	0.0009,	20.15,	0.03,	1.28,	0.01
60.00,	50.00,	15.00,	0.9297,	0.0007,	21.04,	0.03,	0.84,	0.01
60.00,	50.00,	20.00,	0.9294,	0.0006,	19.45,	0.03,	0.77,	0.01
60.00,	50.00,	25.00,	0.9234,	0.0007,	17.69,	0.03,	0.76,	0.01
60.00,	50.00,	30.00,	0.9034,	0.0008,	15.27,	0.03,	0.83,	0.01
60.00,	50.00,	35.00,	0.9024,	0.0008,	14.78,	0.03,	0.81,	0.01
60.00,	50.00,	40.00,	0.8765,	0.0008,	14.40,	0.04,	0.99,	0.01
60.00,	50.00,	60.00,	0.8976,	0.0005,	38.60,	0.15,	1.96,	0.01
60.00,	50.00,	80.00,	0.9232,	0.0003,	192.12,	0.50,	7.72,	0.03
60.00,	100.00,	-80.00,	-0.8780,	0.0004,	8.25,	0.04,	120.18,	0.36
60.00,	100.00,	-60.00,	-0.8713,	0.0009,	1.36,	0.01,	18.00,	0.05
60.00,	100.00,	-40.00,	-0.8144,	0.0015,	0.93,	0.01,	7.49,	0.02
60.00,	100.00,	-35.00,	-0.8280,	0.0015,	0.84,	0.01,	7.03,	0.02
60.00,	100.00,	-30.00,	-0.8267,	0.0016,	0.85,	0.01,	6.79,	0.02
60.00,	100.00,	-25.00,	-0.8538,	0.0014,	0.86,	0.01,	8.53,	0.02
60.00,	100.00,	-20.00,	-0.8647,	0.0013,	0.92,	0.01,	10.00,	0.02
60.00,	100.00,	-15.00,	-0.8125,	0.0014,	1.28,	0.01,	10.26,	0.02
60.00,	100.00,	-10.00,	-0.6965,	0.0017,	2.07,	0.02,	9.88,	0.02
60.00,	100.00,	-7.50,	-0.4360,	0.0020,	4.18,	0.02,	9.35,	0.02
60.00,	100.00,	-5.00,	0.0006,	0.0018,	9.84,	0.03,	9.09,	0.02
60.00,	100.00,	-2.50,	0.2435,	0.0013,	15.25,	0.03,	9.11,	0.02
60.00,	100.00,	0.00,	0.3317,	0.0012,	17.12,	0.03,	8.56,	0.02
60.00,	100.00,	2.50,	0.4486,	0.0012,	17.83,	0.03,	6.85,	0.02
60.00,	100.00,	5.00,	0.6748,	0.0012,	18.54,	0.03,	3.75,	0.02
60.00,	100.00,	7.50,	0.8723,	0.0009,	19.24,	0.03,	1.41,	0.01
60.00,	100.00,	10.00,	0.9253,	0.0007,	20.29,	0.03,	0.86,	0.01
60.00,	100.00,	15.00,	0.9419,	0.0005,	21.66,	0.03,	0.71,	0.01
60.00,	100.00,	20.00,	0.9229,	0.0006,	19.02,	0.04,	0.81,	0.01
60.00,	100.00,	25.00,	0.9386,	0.0006,	18.16,	0.03,	0.64,	0.01
60.00,	100.00,	30.00,	0.9037,	0.0007,	15.22,	0.03,	0.81,	0.01
60.00,	100.00,	35.00,	0.9070,	0.0007,	14.74,	0.03,	0.77,	0.01
60.00,	100.00,	40.00,	0.8792,	0.0008,	13.81,	0.04,	0.93,	0.01
60.00,	100.00,	60.00,	0.8933,	0.0005,	33.49,	0.10,	1.84,	0.01
60.00,	100.00,	80.00,	0.9235,	0.0002,	296.61,	0.91,	12.13,	0.05
80.00,	5.00,	-80.00,	-0.4770,	0.0040,	1.80,	0.02,	4.22,	0.02
80.00,	5.00,	-60.00,	-0.4194,	0.0032,	2.66,	0.02,	5.26,	0.02
80.00,	5.00,	-40.00,	-0.2280,	0.0034,	3.93,	0.02,	4.95,	0.02
80.00,	5.00,	-35.00,	-0.1705,	0.0034,	4.36,	0.02,	4.83,	0.02
80.00,	5.00,	-30.00,	-0.1181,	0.0034,	4.86,	0.03,	4.81,	0.02
80.00,	5.00,	-25.00,	-0.0442,	0.0034,	5.51,	0.03,	4.71,	0.02
80.00,	5.00,	-20.00,	0.0189,	0.0033,	6.18,	0.03,	4.62,	0.02
80.00,	5.00,	-15.00,	0.1136,	0.0032,	7.18,	0.03,	4.45,	0.02
80.00,	5.00,	-10.00,	0.2038,	0.0031,	8.15,	0.03,	4.24,	0.02
80.00,	5.00,	-7.50,	0.2530,	0.0031,	8.69,	0.03,	4.11,	0.02
80.00,	5.00,	-5.00,	0.3020,	0.0029,	9.23,	0.03,	3.98,	0.02
80.00,	5.00,	-2.50,	0.3533,	0.0028,	9.81,	0.03,	3.80,	0.02
80.00,	5.00,	0.00,	0.4014,	0.0027,	10.29,	0.03,	3.61,	0.02
80.00,	5.00,	2.50,	0.4399,	0.0026,	10.76,	0.03,	3.46,	0.01
80.00,	5.00,	5.00,	0.4917,	0.0025,	11.27,	0.03,	3.22,	0.01
80.00,	5.00,	7.50,	0.5324,	0.0024,	11.70,	0.03,	3.02,	0.01
80.00,	5.00,	10.00,	0.5621,	0.0023,	12.01,	0.03,	2.88,	0.01
80.00,	5.00,	15.00,	0.6198,	0.0021,	12.55,	0.03,	2.55,	0.01
80.00,	5.00,	20.00,	0.6636,	0.0020,	12.85,	0.03,	2.27,	0.01
80.00,	5.00,	25.00,	0.6895,	0.0019,	12.90,	0.03,	2.07,	0.01
80.00,	5.00,	30.00,	0.7132,	0.0018,	12.95,	0.03,	1.91,	0.01
80.00,	5.00,	35.00,	0.7319,	0.0017,	12.97,	0.03,	1.76,	0.01
80.00,	5.00,	40.00,	0.7492,	0.0017,	13.16,	0.03,	1.64,	0.01
80.00,	5.00,	60.00,	0.8201,	0.0014,	14.37,	0.04,	1.23,	0.01
80.00,	5.00,	80.00,	0.8364,	0.0019,	11.71,	0.05,	0.85,	0.01
80.00,	10.00,	-80.00,	-0.6377,	0.0025,	2.91,	0.02,	12.07,	0.04
80.00,	10.00,	-60.00,	-0.5477,	0.0023,	4.14,	0.03,	12.92,	0.03
80.00,	10.00,	-40.00,	-0.4227,	0.0028,	4.79,	0.03,	9.86,	0.03
80.00,	10.00,	-35.00,	-0.3859,	0.0029,	5.10,	0.03,	9.40,	0.03
80.00,	10.00,	-30.00,	-0.3410,	0.0030,	5.63,	0.04,	9.04,	0.03
80.00,	10.00,	-25.00,	-0.2803,	0.0030,	6.33,	0.04,	8.79,	0.02
80.00,	10.00,	-20.00,	-0.1922,	0.0031,	7.52,	0.04,	8.48,	0.02
80.00,	10.00,	-15.00,	-0.0722,	0.0032,	9.20,	0.05,	8.08,	0.02
80.00,	10.00,	-10.00,	0.0827,	0.0031,	11.52,	0.05,	7.55,	0.02
80.00,	10.00,	-7.50,	0.1723,	0.0030,	13.00,	0.05,	7.19,	0.02
80.00,	10.00,	-5.00,	0.2610,	0.0028,	14.51,	0.05,	6.79,	0.02
80.00,	10.00,	-2.50,	0.3481,	0.0026,	16.17,	0.05,	6.37,	0.02
80.00,	10.00,	0.00,	0.4347,	0.0025,	17.76,	0.05,	5.81,	0.02
80.00,	10.00,	2.50,	0.5082,	0.0023,	19.06,	0.05,	5.28,	0.02
80.00,	10.00,	5.00,	0.5711,	0.0021,	20.20,	0.05,	4.77,	0.02
80.00,	10.00,	7.50,	0.6264,	0.0020,	21.16,	0.05,	4.25,	0.02
80.00,	10.00,	10.00,	0.6739,	0.0018,	21.96,	0.05,	3.80,	0.02
80.00,	10.00,	15.00,	0.7358,	0.0016,	23.09,	0.05,	3.19,	0.02
80.00,	10.00,	20.00,	0.7749,	0.0014,	23.77,	0.05,	2.77,	0.02
80.00,	10.00,	25.00,	0.7985,	0.0013,	23.99,	0.05,	2.48,	0.01
80.00,	10.00,	30.00,	0.8114,	0.0012,	24.24,	0.06,	2.33,	0.01
80.00,	10.00,	35.00,	0.8172,	0.0012,	24.92,	0.06,	2.30,	0.01
80.00,	10.00,	40.00,	0.8254,	0.0011,	26.21,	0.06,	2.28,	0.01
80.00,	10.00,	60.00,	0.8602,	0.0009,	34.93,	0.08,	2.31,	0.01
80.00,	10.00,	80.00,	0.8911,	0.0010,	36.73,	0.12,	1.78,	0.01
80.00,	50.00,	-80.00,	-0.8506,	0.0007,	6.27,	0.04,	74.34,	0.18
80.00,	50.00,	-60.00,	-0.8517,	0.0011,	1.70,	0.02,	18.57,	0.07
80.00,	50.00,	-40.00,	-0.7946,	0.0017,	1.10,	0.02,	7.18,	0.02
80.00,	50.00,	-35.00,	-0.7922,	0.0018,	1.07,	0.01,	6.64,	0.02
80.00,	50.00,	-30.00,	-0.7948,	0.0018,	1.08,	0.02,	6.62,	0.02
80.00,	50.00,	-25.00,	-0.8166,	0.0017,	1.15,	0.02,	8.00,	0.02
80.00,	50.00,	-20.00,	-0.8104,	0.0017,	1.34,	0.02,	9.04,	0.02
80.00,	50.00,	-15.00,	-0.7358,	0.0019,	1.95,	0.02,	9.36,	0.02
80.00,	50.00,	-10.00,	-0.3970,	0.0025,	4.92,	0.03,	8.85,	0.02
80.00,	50.00,	-7.50,	-0.0801,	0.0025,	8.96,	0.04,	8.46,	0.02
80.00,	50.00,	-5.00,	0.2312,	0.0020,	15.10,	0.05,	8.22,	0.02
80.00,	50.00,	-2.50,	0.4277,	0.0014,	20.71,	0.04,	7.79,	0.02
80.00,	50.00,	0.00,	0.5409,	0.0012,	24.11,	0.04,	7.00,	0.02
80.00,	50.00,	2.50,	0.6478,	0.0011,	25.81,	0.04,	5.51,	0.02
80.00,	50.00,	5.00,	0.7745,	0.0010,	26.61,	0.04,	3.47,	0.02
80.00,	50.00,	7.50,	0.8796,	0.0008,	27.20,	0.04,	1.82,	0.01
80.00,	50.00,	10.00,	0.9312,	0.0006,	27.90,	0.04,	1.06,	0.01
80.00,	50.00,	15.00,	0.9506,	0.0005,	27.50,	0.04,	0.75,	0.01
80.00,	50.00,	20.00,	0.9404,	0.0005,	25.83,	0.04,	0.82,	0.01
80.00,	50.00,	25.00,	0.9294,	0.0006,	23.07,	0.05,	0.86,	0.01
80.00,	50.00,	30.00,	0.8924,	0.0007,	17.96,	0.05,	1.02,	0.01
80.00,	50.00,	35.00,	0.9020,	0.0007,	18.78,	0.05,	1.00,	0.01
80.00,	50.00,	40.00,	0.8938,	0.0007,	19.41,	0.05,	1.12,	0.01
80.00,	50.00,	60.00,	0.8833,	0.0005,	46.27,	0.21,	2.57,	0.01
80.00,	50.00,	80.00,	0.9367,	0.0002,	267.20,	0.72,	8.31,	0.03
80.00,	100.00,	-80.00,	-0.8666,	0.0005,	8.36,	0.04,	109.83,	0.32
80.00,	100.00,	-60.00,	-0.8544,	0.0010,	1.48,	0.02,	16.37,	0.05
80.00,	100.00,	-40.00,	-0.7928,	0.0017,	1.05,	0.01,	7.03,	0.02
80.00,	100.00,	-35.00,	-0.8036,	0.0017,	1.00,	0.01,	6.61,	0.02
80.00,	100.00,	-30.00,	-0.7896,	0.0019,	1.05,	0.02,	6.21,	0.02
80.00,	100.00,	-25.00,	-0.8264,	0.0016,	1.06,	0.01,	8.01,	0.02
80.00,	100.00,	-20.00,	-0.8355,	0.0015,	1.14,	0.02,	9.19,	0.02
80.00,	100.00,	-15.00,	-0.8156,	0.0016,	1.37,	0.02,	9.68,	0.02
80.00,	100.00,	-10.00,	-0.5447,	0.0021,	3.23,	0.02,	9.03,	0.02
80.00,	100.00,	-7.50,	-0.1454,	0.0021,	7.36,	0.03,	8.53,	0.02
80.00,	100.00,	-5.00,	0.2793,	0.0016,	15.88,	0.04,	8.32,	0.02
80.00,	100.00,	-2.50,	0.4706,	0.0011,	22.97,	0.04,	8.11,	0.02
80.00,	100.00,	0.00,	0.5460,	0.0009,	25.53,	0.04,	7.47,	0.02
80.00,	100.00,	2.50,	0.6358,	0.0009,	26.65,	0.04,	5.96,	0.02
80.00,	100.00,	5.00,	0.7931,	0.0009,	26.71,	0.04,	3.18,	0.01
80.00,	100.00,	7.50,	0.9262,	0.0006,	27.48,	0.04,	1.13,	0.01
80.00,	100.00,	10.00,	0.9611,	0.0004,	28.37,	0.04,	0.62,	0.01
80.00,	100.00,	15.00,	0.9607,	0.0004,	27.82,	0.04,	0.61,	0.01
80.00,	100.00,	20.00,	0.9314,	0.0005,	24.59,	0.04,	0.91,	0.01
80.00,	100.00,	25.00,	0.9425,	0.0005,	24.28,	0.04,	0.76,	0.01
80.00,	100.00,	30.00,	0.8791,	0.0008,	18.01,	0.04,	1.12,	0.01
80.00,	100.00,	35.00,	0.8963,	0.0007,	18.36,	0.04,	1.03,	0.01
80.00,	100.00,	40.00,	0.9142,	0.0006,	20.55,	0.04,	0.95,	0.01
80.00,	100.00,	60.00,	0.8759,	0.0005,	38.01,	0.12,	2.41,	0.01
80.00,	100.00,	80.00,	0.9323,	0.0002,	420.31,	1.35,	13.93,	0.05
90.00,	5.00,	-80.00,	-0.4198,	0.0041,	2.13,	0.02,	4.11,	0.02
90.00,	5.00,	-60.00,	-0.3480,	0.0033,	3.18,	0.02,	5.08,	0.02
90.00,	5.00,	-40.00,	-0.1297,	0.0034,	4.76,	0.03,	4.69,	0.02
90.00,	5.00,	-35.00,	-0.0768,	0.0034,	5.32,	0.03,	4.66,	0.02
90.00,	5.00,	-30.00,	-0.0148,	0.0034,	5.91,	0.03,	4.57,	0.02
90.00,	5.00,	-25.00,	0.0488,	0.0033,	6.66,	0.03,	4.52,	0.02
90.00,	5.00,	-20.00,	0.1269,	0.0032,	7.59,	0.03,	4.39,	0.02
90.00,	5.00,	-15.00,	0.2122,	0.0031,	8.74,	0.04,	4.24,	0.02
90.00,	5.00,	-10.00,	0.2973,	0.0030,	9.91,	0.04,	4.06,	0.01
90.00,	5.00,	-7.50,	0.3459,	0.0029,	10.56,	0.04,	3.93,	0.02
90.00,	5.00,	-5.00,	0.3967,	0.0028,	11.28,	0.04,	3.77,	0.01
90.00,	5.00,	-2.50,	0.4406,	0.0026,	11.90,	0.04,	3.62,	0.01
90.00,	5.00,	0.00,	0.4877,	0.0025,	12.55,	0.04,	3.42,	0.01
90.00,	5.00,	2.50,	0.5321,	0.0024,	13.17,	0.04,	3.23,	0.01
90.00,	5.00,	5.00,	0.5725,	0.0023,	13.74,	0.04,	3.05,	0.01
90.00,	5.00,	7.50,	0.6046,	0.0021,	14.15,	0.04,	2.89,	0.01
90.00,	5.00,	10.00,	0.6376,	0.0020,	14.60,	0.04,	2.70,	0.01
90.00,	5.00,	15.00,	0.6834,	0.0018,	15.11,	0.04,	2.42,	0.01
90.00,	5.00,	20.00,	0.7150,	0.0017,	15.18,	0.04,	2.18,	0.01
90.00,	5.00,	25.00,	0.7404,	0.0016,	15.35,	0.04,	1.98,	0.01
90.00,	5.00,	30.00,	0.7540,	0.0016,	15.36,	0.04,	1.85,	0.01
90.00,	5.00,	35.00,	0.7696,	0.0015,	15.33,	0.04,	1.71,	0.01
90.00,	5.00,	40.00,	0.7777,	0.0015,	15.44,	0.04,	1.65,	0.01
90.00,	5.00,	60.00,	0.8391,	0.0012,	17.47,	0.05,	1.30,	0.01
90.00,	5.00,	80.00,	0.8639,	0.0016,	14.86,	0.06,	0.87,	0.01
90.00,	10.00,	-80.00,	-0.5884,	0.0027,	3.44,	0.03,	11.63,	0.04
90.00,	10.00,	-60.00,	-0.4794,	0.0025,	4.96,	0.03,	12.44,	0.03
90.00,	10.00,	-40.00,	-0.3341,	0.0029,	5.88,	0.04,	9.55,	0.03
90.00,	10.00,	-35.00,	-0.2913,	0.0029,	6.31,	0.04,	9.08,	0.03
90.00,	10.00,	-30.00,	-0.2370,	0.0030,	6.96,	0.04,	8.67,	0.02
90.00,	10.00,	-25.00,	-0.1658,	0.0031,	8.00,	0.04,	8.46,	0.02
90.00,	10.00,	-20.00,	-0.0726,	0.0031,	9.52,	0.05,	8.17,	0.02
90.00,	10.00,	-15.00,	0.0466,	0.0031,	11.58,	0.05,	7.80,	0.02
90.00,	10.00,	-10.00,	0.2013,	0.0029,	14.49,	0.06,	7.20,	0.02
90.00,	10.00,	-7.50,	0.2865,	0.0028,	16.21,	0.06,	6.82,	0.02
90.00,	10.00,	-5.00,	0.3694,	0.0026,	18.15,	0.06,	6.44,	0.02
90.00,	10.00,	-2.50,	0.4570,	0.0024,	20.25,	0.06,	5.99,	0.02
90.00,	10.00,	0.00,	0.5275,	0.0022,	22.02,	0.06,	5.54,	0.02
90.00,	10.00,	2.50,	0.5920,	0.0020,	23.61,	0.06,	5.04,	0.02
90.00,	10.00,	5.00,	0.6448,	0.0018,	24.83,	0.06,	4.55,	0.02
90.00,	10.00,	7.50,	0.6961,	0.0017,	25.95,	0.06,	4.00,	0.02
90.00,	10.00,	10.00,	0.7332,	0.0016,	26.91,	0.06,	3.61,	0.02
90.00,	10.00,	15.00,	0.7890,	0.0013,	28.10,	0.06,	2.97,	0.02
90.00,	10.00,	20.00,	0.8173,	0.0012,	28.63,	0.06,	2.62,	0.02
90.00,	10.00,	25.00,	0.8345,	0.0011,	28.76,	0.06,	2.38,	0.01
90.00,	10.00,	30.00,	0.8398,	0.0010,	28.79,	0.07,	2.30,	0.01
90.00,	10.00,	35.00,	0.8408,	0.0010,	29.32,	0.07,	2.29,	0.01
90.00,	10.00,	40.00,	0.8425,	0.0010,	30.60,	0.08,	2.35,	0.01
